湾湾频道,#genre#
IHOT爱科学,http://127.0.0.1:35345/itv/6000000006000160630.m3u8?cdn=wasusyt
IHOT爱浪漫,http://127.0.0.1:35345/itv/6000000006000040630.m3u8?cdn=wasusyt
IHOT爱历史,http://127.0.0.1:35345/itv/6000000006000150630.m3u8?cdn=wasusyt
IHOT爱旅行,http://127.0.0.1:35345/itv/6000000006000250630.m3u8?cdn=wasusyt
IHOT爱奇谈,http://127.0.0.1:35345/itv/6000000006000270630.m3u8?cdn=wasusyt
IHOT爱青春,http://127.0.0.1:35345/itv/6000000006000100630.m3u8?cdn=wasusyt
IHOT爱赛车,http://127.0.0.1:35345/itv/6000000006000240630.m3u8?cdn=wasusyt
IHOT爱体育,http://127.0.0.1:35345/itv/6000000006000290630.m3u8?cdn=wasusyt
IHOT爱玩具,http://127.0.0.1:35345/itv/6000000006000220630.m3u8?cdn=wasusyt
IHOT爱喜剧,http://127.0.0.1:35345/itv/6000000006000010630.m3u8?cdn=wasusyt
IHOT爱悬疑,http://127.0.0.1:35345/itv/6000000006000050630.m3u8?cdn=wasusyt
IHOT爱幼教,http://127.0.0.1:35345/itv/6000000006000180630.m3u8?cdn=wasusyt
IHOT爱院线,http://127.0.0.1:35345/itv/6000000006000030630.m3u8?cdn=wasusyt

咪咕体育【肥羊】,#genre#
咪咕1,http://127.0.0.1:35345/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕2,http://127.0.0.1:35345/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕3,http://127.0.0.1:35345/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕4,http://127.0.0.1:35345/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕5,http://127.0.0.1:35345/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕6,http://127.0.0.1:35345/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕7,http://127.0.0.1:35345/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕8,http://127.0.0.1:35345/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕9,http://127.0.0.1:35345/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕10,http://127.0.0.1:35345/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕11,http://127.0.0.1:35345/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕12,http://127.0.0.1:35345/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕13,http://127.0.0.1:35345/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕14,http://127.0.0.1:35345/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕15,http://127.0.0.1:35345/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕16,http://127.0.0.1:35345/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕17,http://127.0.0.1:35345/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕18,http://127.0.0.1:35345/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕19,http://127.0.0.1:35345/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕20,http://127.0.0.1:35345/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕21,http://127.0.0.1:35345/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕22,http://127.0.0.1:35345/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕23,http://127.0.0.1:35345/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕24,http://127.0.0.1:35345/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕25,http://127.0.0.1:35345/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕26,http://127.0.0.1:35345/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕27,http://127.0.0.1:35345/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕28,http://127.0.0.1:35345/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕29,http://127.0.0.1:35345/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕30,http://127.0.0.1:35345/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕31,http://127.0.0.1:35345/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕32,http://127.0.0.1:35345/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕33,http://127.0.0.1:35345/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕34,http://127.0.0.1:35345/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕35,http://127.0.0.1:35345/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕36,http://127.0.0.1:35345/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕37,http://127.0.0.1:35345/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕38,http://127.0.0.1:35345/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕39,http://127.0.0.1:35345/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕40,http://127.0.0.1:35345/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕41,http://127.0.0.1:35345/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕42,http://127.0.0.1:35345/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕43,http://127.0.0.1:35345/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕44,http://127.0.0.1:35345/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕45,http://127.0.0.1:35345/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕46,http://127.0.0.1:35345/itv/2000000003000000060.m3u8?cdn=hnbblive
咪咕47,http://127.0.0.1:35345/itv/2000000003000000061.m3u8?cdn=hnbblive
咪咕48,http://127.0.0.1:35345/itv/2000000003000000062.m3u8?cdn=hnbblive
咪咕49,http://127.0.0.1:35345/itv/2000000003000000063.m3u8?cdn=hnbblive
咪咕50,http://127.0.0.1:35345/itv/2000000003000000064.m3u8?cdn=hnbblive
咪咕51,http://127.0.0.1:35345/itv/2000000003000000065.m3u8?cdn=hnbblive
咪咕52,http://127.0.0.1:35345/itv/1000000006000270001.m3u8?cdn=ystenlive
咪咕53,http://127.0.0.1:35345/itv/1000000006000270002.m3u8?cdn=ystenlive
咪咕54,http://127.0.0.1:35345/itv/1000000006000270003.m3u8?cdn=ystenlive
咪咕55,http://127.0.0.1:35345/itv/1000000006000270004.m3u8?cdn=ystenlive
咪咕56,http://127.0.0.1:35345/itv/1000000006000270005.m3u8?cdn=ystenlive
咪咕57,http://127.0.0.1:35345/itv/1000000006000270006.m3u8?cdn=ystenlive
